occasion,relationship,gender,ageType,ageGroup,knownDuration,kidDislikes,kidToyTypes,personality,experiencePreference,handmadePreference,budgetFlexibility,stylePreference,surpriseReaction,connectionImportance,noteImportance,handmadeOverStore,sharedMemoriesAppreciation,relationshipCloseness,uniqueGiftValue,practicalOverSentimental,budget,gift_type
Graduation,Friend,Female,Adult,25–35,3–5 year,Unknown,Unknown,5,4,4,5,3,4,5,4,4,4,4,4,4,6000–7000 PKR,Edible Stuff
Thank you gift,Friend,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"12,000–15,000 PKR",Perfume
Birthday|Thank you gift|Get well soon,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,1–3 year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,6000–7000 PKR,Edible Stuff
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,Less than a year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,4,3,5000–8000 PKR,Clothing
Get well soon,Spouse,Male,Adult,25–35,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"12,000–15,000 PKR",Perfume
Birthday,Friend,Female,Kid,9–12,Unknown,Animated Cartoons,Dolls,5,4,5,5,5,5,5,5,5,5,5,5,5,3000–4000 PKR,Edible Stuff
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,25–35,1–3 year,Unknown,Unknown,4,4,4,4,2,5,4,4,4,4,4,4,3,5000 PKR,Perfume
Other,Other,Male,Adult,25–35,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"10,000–15,000 PKR",Shoes
Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,20–25,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,4000–5000 PKR,Jewellery
Birthday|Wedding/Engagement gift,Spouse,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Jewellery
Birthday|Wedding/Engagement gift,Spouse,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Clothing
Birthday|Wedding/Engagement gift,Spouse,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Edible Stuff
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–5000 PKR,Bag/Wallet
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Edible Stuff
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,4000–5000 PKR,Makeup Products
Birthday,Other,Male,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Shoes
Anniversary,Friend,Male,Adult,25–35,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Holiday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,5,4,5,4,1,1,1,1,3,5,5,4,1,5000–8000 PKR,Clothing
Birthday,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,16–20,3–5 year,Unknown,Unknown,2,1,4,2,4,5,2,5,2,4,2,4,2,5000–6000 PKR,Wallet
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,16–20,3–5 year,Unknown,Unknown,2,1,4,2,4,5,2,5,2,4,2,4,2,5000–7000 PKR,Perfume
Thank you gift|Graduation,"Close Family(Parent, Sibling, Child)",Female,Adult,16–20,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,1000–2000 PKR,Edible Stuff
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,Less than a year,Unknown,Unknown,3,3,4,3,3,3,3,3,3,3,3,3,3,3000–5000 PKR,Wallet
Birthday,Friend,Male,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Graduation,Friend,Female,Adult,25–35,5+ year,Unknown,Unknown,4,1,5,5,5,1,4,5,5,5,5,5,1,More than 5000 PKR,Jewellery
Birthday|Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Female,Adult,25–35,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Clothing
Birthday|Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Female,Adult,25–35,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"15,000–20,000 PKR",Shoes
Birthday|Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Female,Adult,25–35,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,7000–8000 PKR,Makeup Products
Birthday,Spouse,Male,Adult,20–25,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Jewellery
Birthday,Spouse,Male,Adult,20–25,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,6000–8000 PKR,Wallet
Birthday,Spouse,Male,Adult,20–25,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"8000–10,000 PKR",Clothing
Other,"Extended Family (Aunt, Uncle, Cousin)",Male,Kid,6–9,Unknown,Labubu Dolls,Tech/ Games,3,3,3,3,3,3,3,3,3,3,3,3,3,More than 7500 PKR,Toys
Other,"Extended Family (Aunt, Uncle, Cousin)",Male,Kid,6–9,Unknown,Labubu Dolls,Tech/ Games,3,3,3,3,3,3,3,3,3,3,3,3,3,2000–2500 PKR,Perfume
Other,"Extended Family (Aunt, Uncle, Cousin)",Male,Kid,6–9,Unknown,Labubu Dolls,Tech/ Games,3,3,3,3,3,3,3,3,3,3,3,3,3,4000–5000 PKR,Edible Stuff
Other,"Extended Family (Aunt, Uncle, Cousin)",Male,Kid,6–9,Unknown,Labubu Dolls,Tech/ Games,3,3,3,3,3,3,3,3,3,3,3,3,3,More than 5000 PKR,Accessories
Graduation,Friend,Female,Adult,25–35,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,5,3,3,3,3,"10,000–15,000 PKR",Clothing
Graduation,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,5,3,3,3,3,4000–5000 PKR,Makeup Products
Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Male,Adult,25–35,Less than a year,Unknown,Unknown,3,3,3,3,3,3,5,5,5,3,5,3,3,"8000–10,000 PKR",Wallet
Birthday,Friend,Male,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"12,000–15,000 PKR",Perfume
Get well soon,Other,Female,Adult,16–20,1–3 year,Unknown,Unknown,2,3,4,2,3,3,4,3,3,3,3,3,3,"5000–10,000 PKR",Bag/Wallet
Birthday,Friend,Male,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,5,3,3,3,3,3,3,3,3,3,"10,000–12,000 PKR",Perfume
Birthday,Friend,Male,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,5,3,3,3,3,3,3,3,3,3,"10,000–15,000 PKR",Clothing
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,More than 35 years,5+ year,Unknown,Unknown,5,3,1,2,4,5,5,4,2,4,1,3,2,"5000–10,000 PKR",Shoes
Thank you gift,Friend,Male,Adult,25–35,1–3 year,Unknown,Unknown,5,3,1,2,4,5,5,4,2,4,1,3,2,1000–2000 PKR,Edible Stuff
Wedding/Engagement gift,Spouse,Male,Adult,20–25,1–3 year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,More than 5000 PKR,Jewellery
Wedding/Engagement gift,Spouse,Male,Adult,20–25,1–3 year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,"8000–10,000 PKR",Wallet
Other,Other,Male,Adult,25–35,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,More than 5000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,Less than a year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,5000 PKR,Shoes
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,Less than a year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,1000–2000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,Less than a year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,1000–2000 PKR,Perfume
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,5+ year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,5000–6000 PKR,Wallet
Anniversary,Colleague/Professional,Male,Adult,25–35,5+ year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,4000–5000 PKR,Edible Stuff
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000–7000 PKR,Perfume
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"8000–10,000 PKR",Clothing
Get well soon,Friend,Female,Adult,25–35,1–3 year,Unknown,Unknown,3,3,5,3,3,3,3,3,5,3,3,5,3,"10,000–15,000 PKR",Bag/Wallet
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Perfume
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,4,2,4,5,4,4,5,4,4,5,5,4,2,5000 PKR,Perfume
Anniversary,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,5,3,3,4,4,3,5,3,3,3,3,3,3,3000–5000 PKR,Bag/Wallet
Birthday,Friend,Male,Adult,20–25,1–3 year,Unknown,Unknown,4,5,1,5,4,5,5,5,2,2,5,5,3,5000 PKR,Perfume
Birthday|Thank you gift,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,4000–5000 PKR,Makeup Products
Birthday|Thank you gift,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,5000–8000 PKR,Clothing
Birthday|Thank you gift,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,3000–4000 PKR,Edible Stuff
Birthday|Thank you gift,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,3000–4000 PKR,Jewellery
Birthday,Friend,Male,Adult,20–25,1–3 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,5000 PKR,Perfume
Birthday,Friend,Male,Adult,20–25,1–3 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,More than 5000 PKR,Jewellery
Birthday,Friend,Male,Adult,20–25,1–3 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,5000 PKR,Shoes
Wedding/Engagement gift,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,20–25,1–3 year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,5000 PKR,Clothing
Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,1,5,5,5,5,5,5,5,3,5,1,3,3000–4000 PKR,Makeup Products
Birthday,Friend,Male,Adult,20–25,1–3 year,Unknown,Unknown,4,3,4,3,4,3,5,4,4,4,2,3,3,5000 PKR,Perfume
Birthday,Other,Female,Adult,20–25,5+ year,Unknown,Unknown,1,4,4,5,5,5,5,5,5,5,5,4,2,5000 PKR,Perfume
Birthday,Friend,Male,Adult,20–25,1–3 year,Unknown,Unknown,5,5,5,5,3,5,5,5,5,5,4,5,4,"8000–10,000 PKR",Clothing
Anniversary,Spouse,Male,Adult,20–25,3–5 year,Unknown,Unknown,1,3,3,3,3,3,3,3,3,3,3,3,3,"8000–10,000 PKR",Clothing
Anniversary,Spouse,Male,Adult,20–25,3–5 year,Unknown,Unknown,1,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Shoes
Anniversary,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,1,3,3,3,3,3,3,3,3,3,3,3,3,5000–6000 PKR,Wallet
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,5,3,3,3,3,3,5,3,3,3,3,3,3,5000–8000 PKR,Clothing
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,25–35,5+ year,Unknown,Unknown,2,4,5,2,2,1,4,2,4,2,4,2,2,"12,000–15,000 PKR",Perfume
Anniversary,Colleague/Professional,Female,Adult,16–20,5+ year,Unknown,Unknown,2,4,5,2,2,1,4,2,4,2,4,2,2,1000–2000 PKR,Edible Stuff
Anniversary,Spouse,Female,Adult,25–35,1–3 year,Unknown,Unknown,5,3,3,5,1,5,4,5,3,3,5,5,1,More than 5000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,2,4,3,3,2,4,5,4,3,4,5,3,1,More than 5000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Graduation,"Close Family(Parent, Sibling, Child)",Male,Kid,12–15,Unknown,Noisy Toys,Tech/ Games,3,3,3,3,3,3,3,3,3,3,3,3,3,3500 PKR,Toys
Birthday,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,"8000–10,000 PKR",Clothing
Birthday,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,5000 PKR,Shoes
Wedding/Engagement gift,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,"8000–10,000 PKR",Clothing
Wedding/Engagement gift,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,5000 PKR,Shoes
Wedding/Engagement gift,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,2000–3000 PKR,Jewellery
Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,1000–2000 PKR,Jewellery
Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,5000 PKR,Perfume
Wedding/Engagement gift,Friend,Female,Adult,25–35,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,1000 PKR,Edible Stuff
Anniversary,Spouse,Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,4000–5000 PKR,Makeup Products
Other,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,2,3,1,4,5,4,1,5,5,5,4,5,3000–4000 PKR,Jewellery
Anniversary,"Close Family(Parent, Sibling, Child)",Male,Adult,More than 35 years,5+ year,Unknown,Unknown,4,4,4,3,3,4,4,3,3,3,5,3,5,"10,000–15,000 PKR",Shoes
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"20,000–25,000 PKR",Shoes
Birthday,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000–7000 PKR,Perfume
Birthday|Wedding/Engagement gift|Other,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Clothing
Birthday|Wedding/Engagement gift|Thank you gift,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–5000 PKR,Bag/Wallet
Anniversary|Graduation,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,2000–3000 PKR,Jewellery
Get well soon,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Perfume
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000–6000 PKR,Makeup Products
Wedding/Engagement gift,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,4000–5000 PKR,Jewellery
Graduation,Friend,Female,Adult,25–35,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"5000–10,000 PKR",Bag/Wallet
Anniversary,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Edible Stuff
Thank you gift,Friend,Female,Adult,25–35,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Perfume
Wedding/Engagement gift,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000 PKR,Shoes
Birthday,"Close Family(Parent, Sibling, Child)",Female,Kid,3–6,Unknown,Electronic Gadgets,Tech/ Games,5,3,4,4,3,5,4,4,4,4,5,5,3,3500 – 5500 PKR,Toys
Anniversary,Colleague/Professional,Female,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,More than 5000 PKR,Jewellery
Wedding/Engagement gift,Friend,Male,Adult,20–25,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,"5000–10,000 PKR",Shoes
Thank you gift,Friend,Male,Adult,20–25,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,5000 PKR,Clothing
Get well soon,Friend,Male,Adult,20–25,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,5000 PKR,Perfume
Birthday,Friend,Female,Adult,20–25,1–3 year,Unknown,Unknown,3,5,4,4,3,5,5,5,4,5,5,5,4,"10,000–15,000 PKR",Bag/Wallet
Birthday,Friend,Male,Adult,16–20,1–3 year,Unknown,Unknown,4,3,4,3,3,3,5,3,3,3,4,4,4,5000 PKR,Perfume
Wedding/Engagement gift|Get well soon,"Close Family(Parent, Sibling, Child)",Male,Adult,More than 35 years,5+ year,Unknown,Unknown,5,5,5,2,3,4,5,5,5,5,5,4,4,5000–7000 PKR,Perfume
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,More than 35 years,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,3000–4000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,More than 35 years,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,6000–8000 PKR,Wallet
Other,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,20–25,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,"5000–10,000 PKR",Bag/Wallet
Other,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,20–25,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,1000 PKR,Edible Stuff
Wedding/Engagement gift,"Extended Family (Aunt, Uncle, Cousin)",Male,Adult,25–35,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,"7000–10,000 PKR",Perfume
Wedding/Engagement gift,"Extended Family (Aunt, Uncle, Cousin)",Male,Adult,25–35,5+ year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,"8000–10,000 PKR",Clothing
Thank you gift,Colleague/Professional,Female,Adult,20–25,3–5 year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,4000–5000 PKR,Makeup Products
Graduation,Friend,Male,Adult,20–25,3–5 year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,5000 PKR,Clothing
Graduation,Friend,Female,Adult,25–35,1–3 year,Unknown,Unknown,5,5,5,5,5,5,5,5,5,5,5,5,5,"7000–10,000 PKR",Perfume
Other,Other,Male,Kid,Less than a year,Unknown,Other,Other,5,5,5,5,5,5,5,5,5,5,5,5,5,3500 – 5500 PKR,Toys
Thank you gift,Friend,Male,Adult,16–20,1–3 year,Unknown,Unknown,2,2,4,3,3,5,5,5,5,3,3,5,4,5000 PKR,Perfume
Thank you gift,Friend,Male,Adult,16–20,1–3 year,Unknown,Unknown,2,2,4,3,3,5,5,5,5,3,3,5,4,3000–5000 PKR,Wallet
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,2,2,4,3,3,5,5,5,5,3,3,5,4,1000–2000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,2,2,4,3,3,5,5,5,5,3,3,5,4,1000–3000 PKR,Makeup Products
Graduation,Friend,Female,Adult,20–25,Less than a year,Unknown,Unknown,2,2,4,3,3,5,5,5,5,3,3,5,4,1000 PKR,Edible Stuff
Anniversary,"Close Family(Parent, Sibling, Child)",Male,Adult,25–35,3–5 year,Unknown,Unknown,2,2,4,3,3,5,5,5,5,3,3,5,4,5000 PKR,Clothing
Birthday,"Close Family(Parent, Sibling, Child)",Female,Kid,3–6,Unknown,Labubu Dolls,Arts & Crafts|Outdoor/ Sports,2,2,4,3,3,5,5,5,5,3,3,5,4,3500 PKR,Toys
Anniversary,Spouse,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Anniversary|Wedding/Engagement gift,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,5000–8000 PKR,Clothing
Anniversary|Wedding/Engagement gift,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,5000–6000 PKR,Wallet
Anniversary|Wedding/Engagement gift,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,4000–5000 PKR,Edible Stuff
Anniversary|Wedding/Engagement gift,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,"10,000–15,000 PKR",Shoes
Anniversary|Wedding/Engagement gift,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,5000–7000 PKR,Perfume
Birthday,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,"20,000–25,000 PKR",Shoes
Thank you gift,Spouse,Male,Adult,25–35,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,3000–5000 PKR,Wallet
Get well soon,"Close Family(Parent, Sibling, Child)",Female,Adult,More than 35 years,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,"10,000–15,000 PKR",Bag/Wallet
Get well soon,"Close Family(Parent, Sibling, Child)",Female,Adult,More than 35 years,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,"10,000–15,000 PKR",Clothing
Graduation,"Close Family(Parent, Sibling, Child)",Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,4,4,3,3,5000–8000 PKR,Clothing
Get well soon,Spouse,Female,Adult,16–20,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,More than 5000 PKR,Jewellery
Get well soon,Colleague/Professional,Male,Adult,More than 35 years,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,5,4,3,3,3,6000–7000 PKR,Edible Stuff
Birthday,Friend,Female,Adult,20–25,1–3 year,Unknown,Unknown,4,5,4,5,4,5,5,5,5,4,5,5,5,4000–5000 PKR,Jewellery
Birthday,Friend,Female,Adult,20–25,1–3 year,Unknown,Unknown,4,5,4,5,4,5,5,5,5,4,5,5,5,5000–7000 PKR,Perfume
Birthday,Friend,Female,Adult,20–25,1–3 year,Unknown,Unknown,4,5,4,5,4,5,5,5,5,4,5,5,5,5000–8000 PKR,Clothing
Birthday,Friend,Female,Adult,20–25,1–3 year,Unknown,Unknown,4,5,4,5,4,5,5,5,5,4,5,5,5,"5000–10,000 PKR",Bag/Wallet
Birthday,Friend,Female,Adult,20–25,1–3 year,Unknown,Unknown,4,5,4,5,4,5,5,5,5,4,5,5,5,1000–2000 PKR,Edible Stuff
Graduation|Birthday,Friend,Female,Adult,25–35,Less than a year,Unknown,Unknown,1,5,5,5,5,5,5,5,5,5,5,5,5,"10,000–15,000 PKR",Bag/Wallet
Birthday|Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Male,Adult,25–35,5+ year,Unknown,Unknown,3,5,4,3,5,3,4,5,3,5,3,5,4,5000 PKR,Perfume
Other,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,3,5,5,2,3,5,5,3,3,5,3,3,"7000–10,000 PKR",Perfume
Other,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,3,5,5,2,3,5,5,3,3,5,3,3,5000 PKR,Clothing
Other,Friend,Female,Adult,20–25,3–5 year,Unknown,Unknown,3,3,5,5,2,3,5,5,3,3,5,3,3,4000–5000 PKR,Jewellery
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,5+ year,Unknown,Unknown,5,2,5,3,5,4,4,3,3,3,4,4,5,5000 PKR,Perfume
Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Female,Kid,9–12,Unknown,Animated Cartoons,Building Toys (e.g. LEGO),2,5,4,2,5,2,2,2,4,2,1,1,1,5500 – 7500 PKR,Toys
Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Female,Kid,9–12,Unknown,Animated Cartoons,Building Toys (e.g. LEGO),2,5,4,2,5,2,2,2,4,2,1,1,1,1000–2000 PKR,Edible Stuff
Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Female,Kid,9–12,Unknown,Animated Cartoons,Building Toys (e.g. LEGO),2,5,4,2,5,2,2,2,4,2,1,1,1,3000–4000 PKR,Edible Stuff
